DATECOLLECTED,SAMPLELOCATIONSMASTER,SAMPLENO,FINALRESULT,daily_flow_rate_m3
2/28/2022,AU_Western,22EV1450-001-0,Detected,NULL
3/7/2022,AU_Western,22EV1592-001-0,Detected,NULL
3/9/2022,AU_Western,22EV1672-001-0,Detected,NULL
3/11/2022,AU_Western,22EV1762-001-0,Detected,NULL
3/14/2022,AU_Western,22EV1767-001-0,Detected,NULL
3/16/2022,AU_Western,22EV1860-001-0,Detected,NULL
3/21/2022,AU_Western,22EV1926-001-0,Detected,NULL
3/23/2022,AU_Western,22EV2018-001-0,Detected,NULL
3/28/2022,AU_Western,22EV2087-001-0,Detected,NULL
3/30/2022,AU_Western,22EV2180-001-0,Detected,NULL
4/4/2022,AU_Western,22EV2272-001-0,Detected,NULL
4/6/2022,AU_Western,22EV2340-001-0,Detected,NULL
4/11/2022,AU_Western,22EV2519-001-0,Detected,NULL
4/13/2022,AU_Western,22EV2528-001-0,Detected,NULL
4/18/2022,AU_Western,22EV2592-001-0,Detected,NULL
4/20/2022,AU_Western,22EV2641-001-0,Detected,NULL
4/25/2022,AU_Western,22EV2695-001-0,Detected,NULL
4/27/2022,AU_Western,22EV2763-001-0,Detected,NULL
5/2/2022,AU_Western,22EV2883-001-0,Detected,NULL
5/9/2022,AU_Western,22EV2999-001-0,Detected,NULL
5/11/2022,AU_Western,22EV3061-001-0,Detected,NULL
5/16/2022,AU_Western,22EV3160-001-0,Detected,NULL
5/18/2022,AU_Western,22EV3213-001-0,Detected,NULL
5/23/2022,AU_Western,22EV3372-001-0,Detected,NULL
5/25/2022,AU_Western,22EV3373-001-0,Detected,NULL
5/30/2022,AU_Western,22EV3499-001-0,Detected,NULL
6/1/2022,AU_Western,22EV3521-001-0,Detected,NULL
6/6/2022,AU_Western,22EV3600-001-0,Detected,NULL
6/8/2022,AU_Western,22EV3630-001-0,Detected,NULL
6/13/2022,AU_Western,22EV3738-001-0,Detected,NULL
6/15/2022,AU_Western,22EV3785-001-0,Detected,NULL
6/20/2022,AU_Western,22EV3918-001-0,Detected,NULL
6/22/2022,AU_Western,22EV3933-001-0,Detected,NULL
6/29/2022,AU_Western,22EV4060-001-0,Detected,NULL
7/4/2022,AU_Western,22EV4142-001-0,Detected,NULL
8/19/2021,AU_Western_PS23,21EV1248-001-0,Detected,NULL
8/20/2021,AU_Western_PS23,21EV1287-001-0,Detected,NULL
8/21/2021,AU_Western_PS23,21EV1303-001-0,Detected,NULL
8/22/2021,AU_Western_PS23,21EV1330-001-0,Detected,NULL
8/23/2021,AU_Western_PS23,21EV1337-001-0,Detected,NULL
8/25/2021,AU_Western_PS23,21EV1437-001-0,Detected,NULL
8/27/2021,AU_Western_PS23,21EV1529-001-0,Detected,NULL
9/27/2021,AU_Western_PS23,21EV2198-001-0,Detected,NULL
10/1/2021,AU_Western_PS23,21EV2296-001-0,Detected,NULL
10/4/2021,AU_Western_PS23,21EV2324-001-0,Detected,NULL
10/11/2021,AU_Western_PS23,21EV2516-001-0,Detected,NULL
10/13/2021,AU_Western_PS23,21EV2592-001-0,Detected,NULL
10/18/2021,AU_Western_PS23,21EV2685-001-0,Detected,NULL
10/21/2021,AU_Western_PS23,21EV2795-001-0,Detected,NULL
10/25/2021,AU_Western_PS23,21EV2832-001-0,Detected,NULL
11/1/2021,AU_Western_PS23,21EV3013-001-0,Detected,NULL
11/4/2021,AU_Western_PS23,21EV3152-001-0,Detected,NULL
11/8/2021,AU_Western_PS23,21EV3198-001-0,Detected,NULL
1/31/2022,AU_Western_PS23,22EV0795-001-0,Detected,NULL
2/3/2022,AU_Western_PS23,22EV0884-001-0,Detected,NULL
2/7/2022,AU_Western_PS23,22EV0885-001-0,Detected,NULL
2/14/2022,AU_Western_PS23,22EV1040-001-0,Detected,NULL
2/17/2022,AU_Western_PS23,22EV1198-001-0,Detected,NULL
2/21/2022,AU_Western_PS23,22EV1379-001-0,Detected,NULL
2/24/2022,AU_Western_PS23,22EV1380-001-0,Detected,NULL
2/28/2022,AU_Western_PS23,22EV1482-001-0,Detected,NULL
3/3/2022,AU_Western_PS23,22EV1535-001-0,Detected,NULL
3/7/2022,AU_Western_PS23,22EV1593-001-0,Detected,NULL
3/10/2022,AU_Western_PS23,22EV1733-001-0,Detected,NULL
3/14/2022,AU_Western_PS23,22EV1769-001-0,Detected,NULL
3/17/2022,AU_Western_PS23,22EV1928-001-0,Detected,NULL
8/17/2021,AU_Western_PS25,21EV1214-001-0,Detected,NULL
8/18/2021,AU_Western_PS25,21EV1232-001-0,Detected,NULL
8/19/2021,AU_Western_PS25,21EV1249-001-0,Detected,NULL
8/20/2021,AU_Western_PS25,21EV1288-001-0,Detected,NULL
8/21/2021,AU_Western_PS25,21EV1304-001-0,Detected,NULL
8/22/2021,AU_Western_PS25,21EV1331-001-0,Detected,NULL
8/23/2021,AU_Western_PS25,21EV1338-001-0,Detected,NULL
8/25/2021,AU_Western_PS25,21EV1438-001-0,Detected,NULL
8/27/2021,AU_Western_PS25,21EV1530-001-0,Detected,NULL
8/30/2021,AU_Western_PS25,21EV1579-001-0,Detected,NULL
9/1/2021,AU_Western_PS25,21EV1666-001-0,Detected,NULL
9/3/2021,AU_Western_PS25,21EV1757-001-0,Detected,NULL
9/8/2021,AU_Western_PS25,21EV1820-001-0,Detected,NULL
9/10/2021,AU_Western_PS25,21EV1882-001-0,Detected,NULL
9/15/2021,AU_Western_PS25,21EV1973-001-0,Detected,NULL
9/20/2021,AU_Western_PS25,21EV2070-001-0,Detected,NULL
9/27/2021,AU_Western_PS25,21EV2199-001-0,Detected,NULL
9/29/2021,AU_Western_PS25,21EV2242-001-0,Detected,NULL
10/1/2021,AU_Western_PS25,21EV2297-001-0,Detected,NULL
10/4/2021,AU_Western_PS25,21EV2325-001-0,Detected,NULL
10/6/2021,AU_Western_PS25,21EV2409-001-0,Detected,NULL
10/8/2021,AU_Western_PS25,21EV2480-001-0,Detected,NULL
10/11/2021,AU_Western_PS25,21EV2517-001-0,Detected,NULL
10/13/2021,AU_Western_PS25,21EV2593-001-0,Detected,NULL
10/15/2021,AU_Western_PS25,21EV2661-001-0,Detected,NULL
10/18/2021,AU_Western_PS25,21EV2686-001-0,Detected,NULL
10/21/2021,AU_Western_PS25,21EV2796-001-0,Detected,NULL
10/25/2021,AU_Western_PS25,21EV2833-001-0,Detected,NULL
11/1/2021,AU_Western_PS25,21EV3014-001-0,Detected,NULL
11/4/2021,AU_Western_PS25,21EV3153-001-0,Detected,NULL
11/8/2021,AU_Western_PS25,21EV3199-001-0,Detected,NULL
1/25/2022,BP_Katikati,22EV0479-001-0,Detected,NULL
2/2/2022,BP_Katikati,22EV0718-001-0,Detected,NULL
2/9/2022,BP_Katikati,22EV0931-001-0,Detected,NULL
2/15/2022,BP_Katikati,22EV1045-001-0,Detected,NULL
2/22/2022,BP_Katikati,22EV1246-001-0,Detected,NULL
3/1/2022,BP_Katikati,22EV1409-001-0,Detected,NULL
3/15/2022,BP_Katikati,22EV1774-001-0,Detected,NULL
3/22/2022,BP_Katikati,22EV1948-001-0,Detected,NULL
3/31/2022,BP_Katikati,22EV2207-001-0,Detected,NULL
4/4/2022,BP_Katikati,22EV2252-001-0,Detected,NULL
4/11/2022,BP_Katikati,22EV2426-001-0,Detected,NULL
4/20/2022,BP_Katikati,22EV2604-001-0,Detected,NULL
5/5/2022,BP_Katikati,22EV2944-001-0,Detected,NULL
5/10/2022,BP_Katikati,22EV3012-001-0,Detected,NULL
5/18/2022,BP_Katikati,22EV3224-001-0,Detected,NULL
5/23/2022,BP_Katikati,22EV3293-001-0,Detected,NULL
6/1/2022,BP_Katikati,22EV3508-001-0,Detected,NULL
6/9/2022,BP_Katikati,22EV3665-001-0,Detected,NULL
6/14/2022,BP_Katikati,22EV3742-001-0,Detected,NULL
6/22/2022,BP_Katikati,22EV3944-001-0,Detected,NULL
7/6/2022,BP_Katikati,22EV4214-001-0,Detected,NULL
12/29/2021,BP_Kawerau,21EV4486-001-0,Detected,NULL
1/5/2022,BP_Kawerau,22EV0022-001-0,Detected,1733
1/10/2022,BP_Kawerau,22EV0111-001-0,Detected,1744
1/24/2022,BP_Kawerau,22EV0433-001-0,Detected,2043
2/1/2022,BP_Kawerau,22EV0678-001-0,Detected,2134
2/7/2022,BP_Kawerau,22EV0833-001-0,Detected,2705
2/22/2022,BP_Kawerau,22EV1273-001-0,Detected,2058
3/1/2022,BP_Kawerau,22EV1411-001-0,Detected,2074
3/7/2022,BP_Kawerau,22EV1610-001-0,Detected,1987
3/15/2022,BP_Kawerau,22EV1852-001-0,Detected,1993
3/22/2022,BP_Kawerau,22EV1949-001-0,Detected,2058
3/31/2022,BP_Kawerau,22EV2208-001-0,Detected,2096
4/5/2022,BP_Kawerau,22EV2281-001-0,Detected,1890
4/13/2022,BP_Kawerau,22EV2481-001-0,Detected,2042
4/19/2022,BP_Kawerau,22EV2561-001-0,Detected,1914
4/26/2022,BP_Kawerau,22EV2699-001-0,Detected,1842
5/4/2022,BP_Kawerau,22EV2907-001-0,Detected,1975
5/11/2022,BP_Kawerau,22EV3073-001-0,Detected,2014
5/17/2022,BP_Kawerau,22EV3167-001-0,Detected,1824
5/24/2022,BP_Kawerau,22EV3321-001-0,Detected,1892
5/31/2022,BP_Kawerau,22EV3457-001-0,Detected,2252
6/7/2022,BP_Kawerau,22EV3614-001-0,Detected,2558
6/15/2022,BP_Kawerau,22EV3794-001-0,Detected,2107
6/21/2022,BP_Kawerau,22EV3884-001-0,Detected,NULL
6/30/2022,BP_Kawerau,22EV4098-001-0,Detected,NULL
7/5/2022,BP_Kawerau,22EV4169-001-0,Detected,NULL
9/08/2022,BP_Kawerau,22EV4954-001-0,Detected,2167.1
12/29/2021,BP_Maketu,21EV4475-001-0,Detected,NULL
1/12/2022,BP_Maketu,22EV0194-001-0,Detected,NULL
2/17/2022,BP_Maketu,22EV1160-001-0,Detected,NULL
2/23/2022,BP_Maketu,22EV1325-001-0,Detected,NULL
3/2/2022,BP_Maketu,22EV1459-001-0,Detected,NULL
3/9/2022,BP_Maketu,22EV1664-001-0,Detected,NULL
3/16/2022,BP_Maketu,22EV1824-001-0,Detected,NULL
3/23/2022,BP_Maketu,22EV1994-001-0,Detected,NULL
3/30/2022,BP_Maketu,22EV2157-001-0,Detected,NULL
4/6/2022,BP_Maketu,22EV2318-001-0,Detected,NULL
4/13/2022,BP_Maketu,22EV2482-001-0,Detected,NULL
4/20/2022,BP_Maketu,22EV2602-001-0,Detected,NULL
5/4/2022,BP_Maketu,22EV2908-001-0,Detected,NULL
5/13/2022,BP_Maketu,22EV3128-001-0,Detected,NULL
5/18/2022,BP_Maketu,22EV3222-001-0,Detected,NULL
5/25/2022,BP_Maketu,22EV3349-001-0,Detected,NULL
6/8/2022,BP_Maketu,22EV3663-001-0,Detected,NULL
6/22/2022,BP_Maketu,22EV3940-001-0,Detected,NULL
7/6/2022,BP_Maketu,22EV4244-001-0,Detected,NULL
2/22/2022,BP_Opotiki,22EV1366-001-0,Detected,NULL
2/25/2022,BP_Opotiki,22EV1456-001-0,Detected,NULL
3/2/2022,BP_Opotiki,22EV1509-001-0,Detected,NULL
3/8/2022,BP_Opotiki,22EV1611-001-0,Detected,NULL
3/10/2022,BP_Opotiki,22EV1692-001-0,Detected,NULL
3/15/2022,BP_Opotiki,22EV1810-001-0,Detected,NULL
3/22/2022,BP_Opotiki,22EV2066-001-0,Detected,NULL
3/24/2022,BP_Opotiki,22EV2067-001-0,Detected,NULL
3/31/2022,BP_Opotiki,22EV2235-001-0,Detected,NULL
4/6/2022,BP_Opotiki,22EV2371-001-0,Detected,NULL
4/7/2022,BP_Opotiki,22EV2372-001-0,Detected,NULL
4/12/2022,BP_Opotiki,22EV2484-001-0,Detected,NULL
4/13/2022,BP_Opotiki,22EV2485-001-0,Detected,NULL
4/20/2022,BP_Opotiki,22EV2651-001-0,Detected,NULL
4/21/2022,BP_Opotiki,22EV2652-001-0,Detected,NULL
4/26/2022,BP_Opotiki,22EV2818-001-0,Detected,NULL
4/28/2022,BP_Opotiki,22EV2819-001-0,Detected,NULL
5/4/2022,BP_Opotiki,22EV2942-001-0,Detected,NULL
5/5/2022,BP_Opotiki,22EV2943-001-0,Detected,NULL
5/10/2022,BP_Opotiki,22EV3101-001-0,Detected,NULL
5/12/2022,BP_Opotiki,22EV3102-001-0,Detected,NULL
5/17/2022,BP_Opotiki,22EV3390-001-0,Detected,NULL
5/19/2022,BP_Opotiki,22EV3391-001-0,Detected,NULL
5/31/2022,BP_Opotiki,22EV3568-001-0,Detected,NULL
6/2/2022,BP_Opotiki,22EV3569-001-0,Detected,NULL
6/9/2022,BP_Opotiki,22EV3710-001-0,Detected,NULL
6/10/2022,BP_Opotiki,22EV3711-001-0,Detected,NULL
6/15/2022,BP_Opotiki,22EV3817-001-0,Detected,NULL
6/16/2022,BP_Opotiki,22EV3818-001-0,Detected,NULL
6/21/2022,BP_Opotiki,22EV3942-001-0,Detected,NULL
6/22/2022,BP_Opotiki,22EV3943-001-0,Detected,NULL
6/28/2022,BP_Opotiki,22EV4099-001-0,Detected,NULL
6/30/2022,BP_Opotiki,22EV4100-001-0,Detected,NULL
7/5/2022,BP_Opotiki,22EV4254-001-0,Detected,NULL
7/7/2022,BP_Opotiki,22EV4255-001-0,Detected,NULL
4/21/2021,BP_Rotorua,21EV0493-001-0,Detected,NULL
5/11/2021,BP_Rotorua,21EV0584-001-0,Detected,NULL
9/2/2021,BP_Rotorua,21EV1692-001-0,Detected,NULL
10/28/2021,BP_Rotorua,21EV2927-001-0,Detected,NULL
11/2/2021,BP_Rotorua,21EV3048-001-0,Detected,NULL
11/4/2021,BP_Rotorua,21EV3139-001-0,Detected,NULL
11/9/2021,BP_Rotorua,21EV3236-001-0,Detected,NULL
11/23/2021,BP_Rotorua,21EV3647-001-0,Detected,NULL
11/25/2021,BP_Rotorua,21EV3764-001-0,Detected,NULL
11/30/2021,BP_Rotorua,21EV3868-001-0,Detected,NULL
12/2/2021,BP_Rotorua,21EV3932-001-0,Detected,NULL
12/9/2021,BP_Rotorua,21EV4124-001-0,Detected,NULL
12/14/2021,BP_Rotorua,21EV4196-001-0,Detected,NULL
12/16/2021,BP_Rotorua,21EV4270-001-0,Detected,NULL
12/20/2021,BP_Rotorua,21EV4383-001-0,Detected,NULL
12/29/2021,BP_Rotorua,21EV4488-001-0,Detected,NULL
1/5/2022,BP_Rotorua,22EV0027-001-0,Detected,NULL
1/11/2022,BP_Rotorua,22EV0141-001-0,Detected,NULL
1/13/2022,BP_Rotorua,22EV0258-001-0,Detected,NULL
1/18/2022,BP_Rotorua,22EV0322-001-0,Detected,NULL
1/20/2022,BP_Rotorua,22EV0412-001-0,Detected,NULL
1/25/2022,BP_Rotorua,22EV0506-001-0,Detected,NULL
1/27/2022,BP_Rotorua,22EV0610-001-0,Detected,NULL
2/2/2022,BP_Rotorua,22EV0724-001-0,Detected,NULL
2/3/2022,BP_Rotorua,22EV0801-001-0,Detected,NULL
2/9/2022,BP_Rotorua,22EV0920-001-0,Detected,NULL
2/10/2022,BP_Rotorua,22EV0975-001-0,Detected,NULL
2/15/2022,BP_Rotorua,22EV1048-001-0,Detected,NULL
2/17/2022,BP_Rotorua,22EV1162-001-0,Detected,NULL
2/22/2022,BP_Rotorua,22EV1260-001-0,Detected,NULL
2/24/2022,BP_Rotorua,22EV1368-001-0,Detected,NULL
3/1/2022,BP_Rotorua,22EV1425-001-0,Detected,NULL
3/3/2022,BP_Rotorua,22EV1508-001-0,Detected,NULL
3/8/2022,BP_Rotorua,22EV1612-001-0,Detected,NULL
3/10/2022,BP_Rotorua,22EV1722-001-0,Detected,NULL
3/15/2022,BP_Rotorua,22EV1779-001-0,Detected,NULL
3/17/2022,BP_Rotorua,22EV1880-001-0,Detected,NULL
3/22/2022,BP_Rotorua,22EV1952-001-0,Detected,NULL
3/24/2022,BP_Rotorua,22EV2036-001-0,Detected,NULL
3/29/2022,BP_Rotorua,22EV2120-001-0,Detected,NULL
3/31/2022,BP_Rotorua,22EV2210-001-0,Detected,NULL
4/5/2022,BP_Rotorua,22EV2282-001-0,Detected,NULL
4/7/2022,BP_Rotorua,22EV2373-001-0,Detected,NULL
4/12/2022,BP_Rotorua,22EV2440-001-0,Detected,NULL
4/13/2022,BP_Rotorua,22EV2486-001-0,Detected,NULL
4/20/2022,BP_Rotorua,22EV2606-001-0,Detected,NULL
4/21/2022,BP_Rotorua,22EV2653-001-0,Detected,NULL
4/27/2022,BP_Rotorua,22EV2735-001-0,Detected,NULL
4/28/2022,BP_Rotorua,22EV2777-001-0,Detected,NULL
5/3/2022,BP_Rotorua,22EV2850-001-0,Detected,NULL
5/5/2022,BP_Rotorua,22EV2946-001-0,Detected,NULL
5/10/2022,BP_Rotorua,22EV3015-001-0,Detected,NULL
5/12/2022,BP_Rotorua,22EV3103-001-0,Detected,NULL
5/17/2022,BP_Rotorua,22EV3168-001-0,Detected,NULL
5/24/2022,BP_Rotorua,22EV3322-001-0,Detected,NULL
5/26/2022,BP_Rotorua,22EV3411-001-0,Detected,NULL
5/31/2022,BP_Rotorua,22EV3458-001-0,Detected,NULL
6/2/2022,BP_Rotorua,22EV3543-001-0,Detected,NULL
6/8/2022,BP_Rotorua,22EV3642-001-0,Detected,NULL
6/9/2022,BP_Rotorua,22EV3667-001-0,Detected,NULL
6/14/2022,BP_Rotorua,22EV3744-001-0,Detected,NULL
6/16/2022,BP_Rotorua,22EV3819-001-0,Detected,NULL
6/21/2022,BP_Rotorua,22EV3885-001-0,Detected,NULL
6/22/2022,BP_Rotorua,22EV3946-001-0,Detected,NULL
6/28/2022,BP_Rotorua,22EV4017-001-0,Detected,NULL
6/30/2022,BP_Rotorua,22EV4102-001-0,Detected,NULL
7/5/2022,BP_Rotorua,22EV4171-001-0,Detected,NULL
9/23/2021,BP_Tauranga,21EV2151-001-0,Detected,NULL
11/11/2021,BP_Tauranga,21EV3316-001-0,Detected,NULL
11/15/2021,BP_Tauranga,21EV3387-001-0,Detected,NULL
11/17/2021,BP_Tauranga,21EV3503-001-0,Detected,NULL
11/18/2021,BP_Tauranga,21EV3552-001-0,Detected,NULL
11/25/2021,BP_Tauranga,21EV3766-001-0,Detected,NULL
12/2/2021,BP_Tauranga,21EV3935-001-0,Detected,NULL
12/7/2021,BP_Tauranga,21EV4024-001-0,Detected,NULL
12/9/2021,BP_Tauranga,21EV4125-001-0,Detected,NULL
12/14/2021,BP_Tauranga,21EV4206-001-0,Detected,NULL
12/16/2021,BP_Tauranga,21EV4313-001-0,Detected,NULL
12/21/2021,BP_Tauranga,21EV4386-001-0,Detected,NULL
1/5/2022,BP_Tauranga,22EV0019-001-0,Detected,13647
1/6/2022,BP_Tauranga,22EV0084-001-0,Detected,13657
1/11/2022,BP_Tauranga,22EV0142-001-0,Detected,13549
1/13/2022,BP_Tauranga,22EV0260-001-0,Detected,13528
1/18/2022,BP_Tauranga,22EV0318-001-0,Detected,13603
1/25/2022,BP_Tauranga,22EV0510-001-0,Detected,13456
1/27/2022,BP_Tauranga,22EV0605-001-0,Detected,15358
2/1/2022,BP_Tauranga,22EV0675-001-0,Detected,13875
2/3/2022,BP_Tauranga,22EV0799-001-0,Detected,13709
2/8/2022,BP_Tauranga,22EV0835-001-0,Detected,17242
2/10/2022,BP_Tauranga,22EV0972-001-0,Detected,14563
2/15/2022,BP_Tauranga,22EV1049-001-0,Detected,14296
2/17/2022,BP_Tauranga,22EV1158-001-0,Detected,13696
2/22/2022,BP_Tauranga,22EV1270-001-0,Detected,15570
2/24/2022,BP_Tauranga,22EV1370-001-0,Detected,13790
3/1/2022,BP_Tauranga,22EV1408-001-0,Detected,13492
3/3/2022,BP_Tauranga,22EV1506-001-0,Detected,13324
3/8/2022,BP_Tauranga,22EV1641-001-0,Detected,13300
3/10/2022,BP_Tauranga,22EV1691-001-0,Detected,13380
3/15/2022,BP_Tauranga,22EV1775-001-0,Detected,13351
3/17/2022,BP_Tauranga,22EV1877-001-0,Detected,13509
3/22/2022,BP_Tauranga,22EV1946-001-0,Detected,16510
3/24/2022,BP_Tauranga,22EV2034-001-0,Detected,16693
3/29/2022,BP_Tauranga,22EV2117-001-0,Detected,14207
3/31/2022,BP_Tauranga,22EV2205-001-0,Detected,14303
4/5/2022,BP_Tauranga,22EV2279-001-0,Detected,14012
4/7/2022,BP_Tauranga,22EV2369-001-0,Detected,14073
4/12/2022,BP_Tauranga,22EV2437-001-0,Detected,14161
4/14/2022,BP_Tauranga,22EV2552-001-0,Detected,14515
4/19/2022,BP_Tauranga,22EV2559-001-0,Detected,14164
4/21/2022,BP_Tauranga,22EV2649-001-0,Detected,14550
4/26/2022,BP_Tauranga,22EV2697-001-0,Detected,14407
4/28/2022,BP_Tauranga,22EV2775-001-0,Detected,14133
5/3/2022,BP_Tauranga,22EV2847-001-0,Detected,15214
5/5/2022,BP_Tauranga,22EV2940-001-0,Detected,14905
5/10/2022,BP_Tauranga,22EV3010-001-0,Detected,14317
5/12/2022,BP_Tauranga,22EV3099-001-0,Detected,14955
5/17/2022,BP_Tauranga,22EV3166-001-0,Detected,13643
5/19/2022,BP_Tauranga,22EV3248-001-0,Detected,15388
5/24/2022,BP_Tauranga,22EV3319-001-0,Detected,14209
5/26/2022,BP_Tauranga,22EV3388-001-0,Detected,14031
5/31/2022,BP_Tauranga,22EV3455-001-0,Detected,18208
6/2/2022,BP_Tauranga,22EV3557-001-0,Detected,16859
6/7/2022,BP_Tauranga,22EV3578-001-0,Detected,19441
6/9/2022,BP_Tauranga,22EV3661-001-0,Detected,18201
6/14/2022,BP_Tauranga,22EV3740-001-0,Detected,17782
6/16/2022,BP_Tauranga,22EV3815-001-0,Detected,16214
6/21/2022,BP_Tauranga,22EV3882-001-0,Detected,NULL
6/22/2022,BP_Tauranga,22EV3938-001-0,Detected,NULL
6/28/2022,BP_Tauranga,22EV4015-001-0,Detected,NULL
6/30/2022,BP_Tauranga,22EV4096-001-0,Detected,NULL
7/5/2022,BP_Tauranga,22EV4167-001-0,Detected,NULL
11/10/2021,BP_TeMaunga,21EV3276-001-0,Detected,NULL
11/11/2021,BP_TeMaunga,21EV3317-001-0,Detected,NULL
11/15/2021,BP_TeMaunga,21EV3388-001-0,Detected,NULL
11/16/2021,BP_TeMaunga,21EV3422-001-0,Detected,NULL
11/17/2021,BP_TeMaunga,21EV3504-001-0,Detected,NULL
11/18/2021,BP_TeMaunga,21EV3553-001-0,Detected,NULL
11/23/2021,BP_TeMaunga,21EV3649-001-0,Detected,NULL
11/25/2021,BP_TeMaunga,21EV3767-001-0,Detected,NULL
11/30/2021,BP_TeMaunga,21EV3833-001-0,Detected,NULL
12/2/2021,BP_TeMaunga,21EV3936-001-0,Detected,NULL
12/7/2021,BP_TeMaunga,21EV4025-001-0,Detected,NULL
12/9/2021,BP_TeMaunga,21EV4126-001-0,Detected,NULL
12/15/2021,BP_TeMaunga,21EV4314-001-0,Detected,NULL
12/21/2021,BP_TeMaunga,21EV4387-001-0,Detected,NULL
1/5/2022,BP_TeMaunga,22EV0020-001-0,Detected,19191
1/6/2022,BP_TeMaunga,22EV0085-001-0,Detected,19885
1/11/2022,BP_TeMaunga,22EV0143-001-0,Detected,19248
1/18/2022,BP_TeMaunga,22EV0319-001-0,Detected,18542
1/20/2022,BP_TeMaunga,22EV0416-001-0,Detected,18580
1/25/2022,BP_TeMaunga,22EV0511-001-0,Detected,18443
1/27/2022,BP_TeMaunga,22EV0606-001-0,Detected,19540
2/1/2022,BP_TeMaunga,22EV0677-001-0,Detected,17913
2/3/2022,BP_TeMaunga,22EV0800-001-0,Detected,18303
2/8/2022,BP_TeMaunga,22EV0836-001-0,Detected,20243
2/10/2022,BP_TeMaunga,22EV0973-001-0,Detected,18838
2/15/2022,BP_TeMaunga,22EV1050-001-0,Detected,18752
2/17/2022,BP_TeMaunga,22EV1159-001-0,Detected,18516
2/22/2022,BP_TeMaunga,22EV1271-001-0,Detected,15876
2/24/2022,BP_TeMaunga,22EV1371-001-0,Detected,17957
3/1/2022,BP_TeMaunga,22EV1412-001-0,Detected,17805
3/3/2022,BP_TeMaunga,22EV1507-001-0,Detected,17933
3/8/2022,BP_TeMaunga,22EV1642-001-0,Detected,17491
3/10/2022,BP_TeMaunga,22EV1690-001-0,Detected,17361
3/15/2022,BP_TeMaunga,22EV1776-001-0,Detected,17597
3/17/2022,BP_TeMaunga,22EV1878-001-0,Detected,17499
3/22/2022,BP_TeMaunga,22EV1947-001-0,Detected,18534
3/24/2022,BP_TeMaunga,22EV2035-001-0,Detected,21011
3/29/2022,BP_TeMaunga,22EV2118-001-0,Detected,18471
3/31/2022,BP_TeMaunga,22EV2206-001-0,Detected,18510
4/5/2022,BP_TeMaunga,22EV2280-001-0,Detected,17757
4/7/2022,BP_TeMaunga,22EV2370-001-0,Detected,18373
4/12/2022,BP_TeMaunga,22EV2438-001-0,Detected,18406
4/14/2022,BP_TeMaunga,22EV2553-001-0,Detected,18533
4/19/2022,BP_TeMaunga,22EV2560-001-0,Detected,18149
4/21/2022,BP_TeMaunga,22EV2650-001-0,Detected,19216
4/26/2022,BP_TeMaunga,22EV2698-001-0,Detected,18936
4/28/2022,BP_TeMaunga,22EV2776-001-0,Detected,18831
5/3/2022,BP_TeMaunga,22EV2848-001-0,Detected,19028
5/5/2022,BP_TeMaunga,22EV2941-001-0,Detected,17800
5/10/2022,BP_TeMaunga,22EV3011-001-0,Detected,17857
5/12/2022,BP_TeMaunga,22EV3100-001-0,Detected,17517
5/18/2022,BP_TeMaunga,22EV3249-001-0,Detected,18280
5/19/2022,BP_TeMaunga,22EV3250-001-0,Detected,20034
5/24/2022,BP_TeMaunga,22EV3320-001-0,Detected,18675
5/26/2022,BP_TeMaunga,22EV3389-001-0,Detected,19109
5/31/2022,BP_TeMaunga,22EV3456-001-0,Detected,23546
6/2/2022,BP_TeMaunga,22EV3558-001-0,Detected,19849
6/7/2022,BP_TeMaunga,22EV3579-001-0,Detected,22370
6/9/2022,BP_TeMaunga,22EV3662-001-0,Detected,21120
6/14/2022,BP_TeMaunga,22EV3741-001-0,Detected,20892
6/16/2022,BP_TeMaunga,22EV3816-001-0,Detected,20069
6/21/2022,BP_TeMaunga,22EV3883-001-0,Detected,NULL
6/22/2022,BP_TeMaunga,22EV3939-001-0,Detected,NULL
6/30/2022,BP_TeMaunga,22EV4097-001-0,Detected,NULL
7/5/2022,BP_TeMaunga,22EV4168-001-0,Detected,NULL
12/15/2021,BP_TePuke,21EV4239-001-0,Detected,NULL
12/22/2021,BP_TePuke,21EV4412-001-0,Detected,NULL
12/29/2021,BP_TePuke,21EV4474-001-0,Detected,NULL
1/12/2022,BP_TePuke,22EV0195-001-0,Detected,NULL
1/27/2022,BP_TePuke,22EV0609-001-0,Detected,NULL
2/2/2022,BP_TePuke,22EV0721-001-0,Detected,NULL
2/10/2022,BP_TePuke,22EV1008-001-0,Detected,NULL
2/17/2022,BP_TePuke,22EV1161-001-0,Detected,NULL
2/23/2022,BP_TePuke,22EV1326-001-0,Detected,NULL
3/2/2022,BP_TePuke,22EV1458-001-0,Detected,NULL
3/9/2022,BP_TePuke,22EV1663-001-0,Detected,NULL
3/16/2022,BP_TePuke,22EV1825-001-0,Detected,NULL
3/23/2022,BP_TePuke,22EV1993-001-0,Detected,NULL
3/30/2022,BP_TePuke,22EV2158-001-0,Detected,NULL
4/6/2022,BP_TePuke,22EV2319-001-0,Detected,NULL
4/13/2022,BP_TePuke,22EV2483-001-0,Detected,NULL
4/20/2022,BP_TePuke,22EV2603-001-0,Detected,NULL
5/4/2022,BP_TePuke,22EV2909-001-0,Detected,NULL
5/13/2022,BP_TePuke,22EV3129-001-0,Detected,NULL
